146,1,Masculino,Menos de 1 año,20 a 29 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,,,Bueno,,,,,,,Hacer mas encuestas para el personal. ,Dando opinión. ,
147,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Bueno,Regular,,,,,,Bueno,,Bueno,,Regular,,,Siendo mas claros en las preguntas. ,Participando mas. ,
148,1,Masculino,5 años en adelante,40 a 49 años,Manufactura,Excelente,,,,Bueno,,Excelente,Excelente,Excelente,Bueno,,,Regular,Regular,Bueno,,,,,,,Motivaciones económicas. ,Hoja de Evaluación. ,
149,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Excelente,Regular,Bueno,Bueno,Excelente,Excelente,Excelente,Bueno,Excelente,Excelente,Excelente,Excelente,Excelente,Excelente,Excelente,Excelente,Excelente,Excelente,Bueno,Bueno,,"No cambiar la forma de trabajo, existe buen ambiente de trabajo. ",Respetar el sistema de trabajo. ,
150,1,Masculino,Menos de 1 año,20 a 29 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,,,,,,,,,Sin comentarios.,Sin comentarios.,
162,1,Masculino,Menos de 1 año,20 a 29 años,Manufactura,Bueno,Bueno,Regular,Malo,Bueno,Regular,Bueno,Bueno,Regular,Bueno,Regular,Bueno,Regular,Malo,Regular,Bueno,Regular,Regular,Regular,Regular,,Sin comentarios.,Sin comentarios.,
163,1,Masculino,1 a 5 años,30 a 39 años,Manufactura,Bueno,,,,,,Bueno,Excelente,Excelente,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,,,,,,,Fomentar el compromiso en el trabajo.,Impulsar al personal. ,
164,1,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,Bueno,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Regular,,,,,,,Ser justo con el salario( de acuerdo al desempeño de cada uno). ,Trabajar en compañerismo. ,
165,1,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,,,,,,,,,,Tomar en cuenta la encuesta. ,Contribuyendo con mi compañeros y jefe. ,
166,1,Masculino,5 años en adelante,50 en adelante,Capital Humano,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,,Estar unidos en equipo. ,Seguir el orden del trabajo. ,
167,1,Femenino,1 a 5 años,30 a 39 años,Capital Humano,Bueno,,,,,,,Excelente,Excelente,Excelente,,,Bueno,Bueno,Bueno,,,,,,,Trabajar en equipo. ,Siendo mejor cada día. ,
168,1,Femenino,Menos de 1 año,30 a 39 años,Capital Humano,Bueno,,,,,Bueno,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,,Apoyando a mi equipo de trabajo. ,Siendo un equipo honesto. ,
169,1,Masculino,Menos de 1 año,40 a 49 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
170,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,,Tener mas reuniones donde podamos exponer nuestros puntos de vista. ,Llevar acabo todo lo que esta planeado y adaptarse a los cambios. ,
171,1,Masculino,1 a 5 años,30 a 39 años,Manufactura,Bueno,,,,,,,Excelente,Excelente,Excelente,,,Regular,Bueno,Bueno,,,,,,,Tener un mejor ambiente de compañerismo. ,Cumplir mis requisitos. ,
172,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Bueno,,,,,,,Regular,Regular,Regular,,,Bueno,Regular,Regular,,,,,,Pocos elementos y muy mala la materia prima.,"Promover el deporte, ser justo con sus promociones , incluir a todos en los eventos, ( como en la cena de año nuevo).",Participar en los eventos o sugerir algunos. ,
173,1,Masculino,Menos de 1 año,20 a 29 años,Dirección General,Bueno,,,,,,,Bueno,Bueno,Regular,,,Bueno,Bueno,Bueno,,,,,,,Hacer mas encuestas a sus empleados. ,Hacer un mejor equipo. ,
174,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Bueno,Malo,Regular,,,Bueno,Bueno,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
175,1,Masculino,5 años en adelante,40 a 49 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Regular,,,Bueno,Regular,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
176,1,Masculino,5 años en adelante,40 a 49 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,Bueno,Bueno,,,,,Que tomen en cuenta el esfuerzo de cada uno. ,Poner todo de mi parte y apoyar a los compañeros. ,
177,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Excelente,Bueno,Regular,,,Bueno,Bueno,Bueno,,,,,,,Atender necesidades de empleados.,Realizar mi trabajo en las mejores condiciones y apoyar a quien lo requiera. ,
178,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Bueno,,,,,,,Excelente,Excelente,Excelente,,,Bueno,Excelente,Excelente,,,,,,,Tomar en cuenta la inconformidades de mis compañeros. ,Hablar con cada uno de los trabajadores para ver los desacuerdos. ,
179,1,Masculino,5 años en adelante,20 a 29 años,Manufactura,Bueno,,,,,,,Excelente,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
180,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Excelente,Bueno,Regular,,,Bueno,Bueno,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
181,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Bueno,,,Regular,Regular,Bueno,,,,,,,Buscar mejora continua. ,Dar a conocer resultados de desempeño del trabajador. ,
182,1,Masculino,Menos de 1 año,20 a 29 años,Manufactura,Bueno,,,,,,,Excelente,Excelente,Excelente,,,Regular,Regular,Regular,,,,,,,Sin comentarios.,Sin comentarios.,
183,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,Bueno,,,,,Bueno,,,,,,,,,Sin comentarios.,Sin comentarios.,
184,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,Excelente,Excelente,Bueno,,,Excelente,Bueno,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
185,1,Femenino,5 años en adelante,30 a 39 años,Manufactura,Regular,,,,,,,Bueno,Bueno,Malo,,,Bueno,Regular,Regular,,,,,,,Sin comentarios.,Sin comentarios.,
186,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Regular,,,,,,,Excelente,Bueno,Regular,,,Regular,Regular,Excelente,,,,,,,Sin comentarios.,Sin comentarios.,
187,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Regular,,,Bueno,Bueno,Bueno,,,,,,,Hablando mas a la gente.,Poner mas atención a  nuestras necesidades. ,
188,1,Masculino,5 años en adelante,20 a 29 años,Manufactura,Regular,,,,,,,,Excelente,Bueno,Bueno,,Malo,Regular,Bueno,,,,,,,Interactuar mas con la gente. ,Sin comentarios.,
189,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Regular,,,,,,,Bueno,Regular,Malo,,,Bueno,Bueno,Bueno,,,,,,,Mas prestaciones. ,Incluir el comedor para evaluar ya que esta muy mal. ,
190,1,No deseo declararlo,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,,Bueno,Bueno,,,Regular,Bueno,Excelente,,,,,,,Sin comentarios.,Sin comentarios.,
191,1,Masculino,1 a 5 años,30 a 39 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Regular,Bueno,,,,,,,Involucrarse mas con el personal. ,Tener mas visión. ,
192,1,Masculino,5 años en adelante,40 a 49 años,Manufactura,,,,,,,,Bueno,Excelente,Excelente,,,Bueno,Bueno,Bueno,,,,,,,Sin comentarios.,Hacer mi trabajo. ,
193,1,Masculino,5 años en adelante,40 a 49 años,Manufactura,,,,,,,,,,,,,,,,,,,,,,Sin comentarios.,Sin comentarios.,
194,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Regular,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
195,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Excelente,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,,Cumplir con las metas. ,Cumplir con nuestra responsabilidad. ,
196,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Bueno,,,,,,,Excelente,Excelente,Regular,,,Bueno,Excelente,Bueno,,,,,,,Todo es perfecto. ,Con preguntas enfocadas y personas especificas. ,
197,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Bueno,,,,,,,Bueno,Excelente,Excelente,,,Excelente,Excelente,Excelente,,,,,,,Reconocimiento al trabajador. ,Dando nuevas ideas y ayudando a los demás. ,
198,1,Masculino,Menos de 1 año,40 a 49 años,Manufactura,Excelente,,,,,,,Excelente,Excelente,Excelente,,,Bueno,Excelente,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
199,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Regular,,,,,,,Regular,Regular,Regular,,,Regular,Regular,Regular,,,,,,,Motivar al personal.,Que la organización haga lo necesario para ayudar al personal. ,
200,1,Masculino,5 años en adelante,40 a 49 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Regular,,,Bueno,Regular,Bueno,,,,,,,Atender las necesidades de los empleados. ,Aplicando mas nuestros valores. ,
201,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Regular,,,,,,,,,,,,,,,,,,,,,Temas en común. ,Lo mismo. ,
202,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Bueno,,,,,,,Excelente,Excelente,Bueno,,,Bueno,Regular,,,,,,,,Tomar en cuenta las opiniones. ,Lavar los sanitarios. ,
203,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Regular,,,Bueno,Bueno,Bueno,,,,,,,Mantener nuestra área limpia.,Sin comentarios.,
204,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,,Sin comentarios.,Sin comentarios.,
205,1,Masculino,5 años en adelante,20 a 29 años,Capital Humano,Excelente,,,,,,,Excelente,Excelente,Excelente,Excelente,,Excelente,Excelente,Excelente,,,,,,,Sin comentarios. ,Sin comentarios. ,
206,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Excelente,,,,,,,Bueno,Excelente,Excelente,,,Bueno,Bueno,Excelente,,,,,,,Sin comentarios. ,Sin comentarios. ,
207,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Excelente,Bueno,Regular,,,Bueno,Regular,Bueno,,,,,,,Sin comentarios. ,Sin comentarios. ,
208,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Regular,,,Regular,Regular,Bueno,,,,,,,Sin comentarios. ,Sin comentarios. ,
209,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Excelente,Bueno,Bueno,,,Regular,Bueno,Bueno,,,,,,,Mejorar sueldos. ,Disponibilidad y mas interacción entre los compañeros. ,
210,1,Masculino,5 años en adelante,30 a 39 años,Manufactura,Bueno,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,,Dar seguimiento a la planta en áreas que resulten bajas.,Contestar las encuestas con honestidad. ,
211,1,No deseo declararlo,Menos de 1 año,30 a 39 años,Dirección General,Regular,,,,,Bueno,,,,Regular,Bueno,Bueno,Bueno,Regular,,Malo,,,,,,Eso depende de administrativo de acuerdo a las finanzas. ,Exponer los puntos de vista.,
212,1,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,Bueno,,Bueno,,,,,,,,,,, No hay cursos y corren al de seguridad muy seguido.,Dando capacitación y equipo y dar mucha atención en seguridad. ,Hacer mis actividades lo mejor posible. ,
213,1,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,,,,,,,,,,,,,,,Sin comentarios. ,Sin comentarios. ,
214,1,Masculino,1 a 5 años,40 a 49 años,Manufactura,,,,,,,,,,,,,,,,,,,,,,Sin comentarios. ,Sin comentarios. ,
215,1,Masculino,1 a 5 años,30 a 39 años,Cadena de Suministro,,,,,,,,,,,Regular,Regular,Regular,Malo,Regular,,,,,,,Sin comentarios. ,Sin comentarios. ,
216,1,Masculino,Menos de 1 año,30 a 39 años,Dirección General,,,,,,,,Bueno,,Bueno,,,,,,,,Bueno,,,,Sin comentarios. ,Sin comentarios. ,
